track,album,album_type,artist,release_date,recording_period,recording_location,album_duration,album_genre,album_styles,album_moods,album_themes,genres,styles,moods,themes,composers,producers,vocals,user_rating,duration,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
Paint You a Picture,Lighthouse,studio,David Crosby,2016-21-10,16-Feb,"Groove Masters Studios, Santa Monica, CA",40:40:00,Pop/Rock,"Contemporary Singer/Songwriter, Adult Alternative Pop/Rock, Contemporary Pop/Rock","Earnest, Poignant, Refined, Relaxed, Bittersweet, Intimate, Reflective, Brooding, Laid-Back/Mellow, Literate, Searching, Self-Conscious","Autumn, Early Morning, Introspection, Reflection, Solitude, Sunday Afternoon",,,,,"Marc Cohn, David Crosby","Michael League, Fab Dupont",David Crosby,6,265253,8,0.643,0.154,5,-15.936,1,0.0358,0.85,0.069,0.0928,0.297,109.686,4
Somebody Other Than You,Lighthouse,studio,David Crosby,2016-21-10,16-Feb,"Groove Masters Studios, Santa Monica, CA",40:40:00,Pop/Rock,"Contemporary Singer/Songwriter, Adult Alternative Pop/Rock, Contemporary Pop/Rock","Earnest, Poignant, Refined, Relaxed, Bittersweet, Intimate, Reflective, Brooding, Laid-Back/Mellow, Literate, Searching, Self-Conscious","Autumn, Early Morning, Introspection, Reflection, Solitude, Sunday Afternoon",,,,,"David Crosby, Michael League","Michael League, Fab Dupont","David Crosby, Michael League",6,264200,8,0.358,0.314,9,-10.77,1,0.0307,0.854,0.000319,0.0907,0.215,86.831,4
The City,Lighthouse,studio,David Crosby,2016-21-10,16-Feb,"Groove Masters Studios, Santa Monica, CA",40:40:00,Pop/Rock,"Contemporary Singer/Songwriter, Adult Alternative Pop/Rock, Contemporary Pop/Rock","Earnest, Poignant, Refined, Relaxed, Bittersweet, Intimate, Reflective, Brooding, Laid-Back/Mellow, Literate, Searching, Self-Conscious","Autumn, Early Morning, Introspection, Reflection, Solitude, Sunday Afternoon",,,,,"David Crosby, Michael League","Michael League, Fab Dupont","David Crosby, Michael League",6,285026,11,0.81,0.208,7,-11.063,1,0.0434,0.669,0.000176,0.106,0.554,122.925,4
The Us Below,Lighthouse,studio,David Crosby,2016-21-10,,,,,,,,,,,,,,,,222946,11,0.404,0.291,7,-11.161,0,0.0426,0.9,0.00197,0.101,0.134,82.79,4
Things We Do for Love,Lighthouse,studio,David Crosby,2016-21-10,16-Feb,"Groove Masters Studios, Santa Monica, CA",40:40:00,Pop/Rock,"Contemporary Singer/Songwriter, Adult Alternative Pop/Rock, Contemporary Pop/Rock","Earnest, Poignant, Refined, Relaxed, Bittersweet, Intimate, Reflective, Brooding, Laid-Back/Mellow, Literate, Searching, Self-Conscious","Autumn, Early Morning, Introspection, Reflection, Solitude, Sunday Afternoon",,,,,"David Crosby, Michael League","Michael League, Fab Dupont","David Crosby, Michael League",6,255173,23,0.6,0.147,3,-12.713,1,0.0343,0.924,0.000141,0.102,0.112,114.852,4
Crossroads/You Can't Catch Me,Live,live,Stephen Stills,2005-15-03,,,1:08:50,Pop/Rock,,,,,,,,,Stephen Stills,Stephen Stills,8,281026,14,0.51,0.545,4,-9.812,0,0.0556,0.291,0.015,0.967,0.422,144.51,4
Everybody's Talkin at Me,Live,live,Stephen Stills,2005-15-03,,,,,,,,,,,,,,,,162533,15,0.414,0.353,9,-14.767,0,0.0759,0.672,3.82E-05,0.895,0.467,126.675,4
Four Days Gone,Live,live,Stephen Stills,2005-15-03,,"Auditorium Theatre, Chicago, IL",34:55:00,Pop/Rock,"Contemporary Pop/Rock, Singer/Songwriter, Soft Rock",,,,,,,Stephen Stills,,,8,235773,9,0.355,0.577,5,-11.493,1,0.0723,0.184,0.0083,0.94,0.217,110.975,3
Special Care,Live,live,Stephen Stills,2005-15-03,,"Auditorium Theatre, Chicago, IL",34:55:00,Pop/Rock,"Contemporary Pop/Rock, Singer/Songwriter, Soft Rock",,,,,,,Stephen Stills,,,8,215106,7,0.436,0.974,2,-5.276,1,0.122,0.0162,0.0314,0.94,0.659,123.275,4
Band Introductions,Live at Berkeley 1971,live,Stephen Stills,2023-28-04,,,1:05:58,Pop/Rock,,,,,,,,Stephen Stills,,,9,252003,3,0.349,0.779,11,-21.422,0,0.887,0.576,0,0.9,0.0366,70.132,5
Lean On Me,Live at Berkeley 1971,live,Stephen Stills,2023-28-04,,,1:05:58,Pop/Rock,,,,,,,,Stephen Stills,,,9,198367,6,0.454,0.939,10,-7.805,1,0.177,0.0116,0.00557,0.987,0.547,123.762,4
The Lee Shore,Live at Berkeley 1971,live,Stephen Stills,2023-28-04,10-Oct-71,,1:49:44,Pop/Rock,"Contemporary Pop/Rock, Singer/Songwriter, Album Rock","Literate, Pastoral, Gentle, Laid-Back/Mellow, Soft/Quiet, Yearning, Amiable/Good-Natured, Organic, Poignant, Sparse, Autumnal, Earnest, Intimate, Reflective, Whimsical, Wistful","Reflection, Reminiscing",Pop/Rock,"Album Rock, Contemporary Pop/Rock, Singer/Songwriter, Soft Rock","Bittersweet, Literate, Nocturnal, Reserved, Theatrical, Weary, Delicate, Earnest, Reflective, Wistful, Dreamy, Intimate, Poignant, Whimsical, Gentle, Melancholy, Searching, Soft/Quiet, Somber, Elegant, Sentimental, Sparse","Late Night, Reflection, Relaxation, The Great Outdoors",David Crosby,Stephen Barncard,Crosby & Nash,9,286884,9,0.306,0.688,11,-12.767,0,0.0658,0.491,0.000299,0.989,0.509,87.497,4
Blind Fiddler,Live At Shepherd's Bush,live,Stephen Stills,2009-27-10,,,,,,,,,,,,,,,,323133,6,0.543,0.0918,7,-18.393,1,0.0504,0.766,0,0.164,0.509,82.889,4
For What It's Worth,Live At Shepherd's Bush,live,Stephen Stills,2009-27-10,,,1:19:53,Pop/Rock,"Singer/Songwriter, Album Rock","Reflective, Rousing, Warm, Wistful","Comfort, Relaxation, Reminiscing",,,,,Stephen Stills,Stephen Stills,"Stephen Stillls, Kenny Passarelli, Joe Vitale, Todd Caldwell",8,438786,6,0.303,0.568,2,-14.002,1,0.268,0.423,0.000852,0.941,0.333,184.628,4
Isn't It About Time,Live At Shepherd's Bush,live,Stephen Stills,2009-27-10,,,1:19:53,Pop/Rock,"Singer/Songwriter, Album Rock","Reflective, Rousing, Warm, Wistful","Comfort, Relaxation, Reminiscing",,,,,Stephen Stills,Stephen Stills,"Stephen Stillls, Kenny Passarelli, Joe Vitale, Todd Caldwell",8,312146,4,0.347,0.824,2,-12.506,1,0.203,0.218,0.00167,0.328,0.621,177.371,4
Johnny's Garden,Live At Shepherd's Bush,live,Stephen Stills,2009-27-10,,,1:19:53,Pop/Rock,"Singer/Songwriter, Album Rock","Reflective, Rousing, Warm, Wistful","Comfort, Relaxation, Reminiscing",Pop/Rock,"Folk-Rock, Contemporary Pop/Rock, Psychedelic/Garage, Soft Rock, Country-Rock","Confident, Earnest, Freewheeling, Meandering, Reflective, Searching, Sentimental, Warm, Wistful, Yearning","Hanging Out, Introspection, Reflection",Stephen Stills,Stephen Stills,"Stephen Stillls, Kenny Passarelli, Joe Vitale, Todd Caldwell",8,195253,7,0.401,0.153,0,-20.965,1,0.309,0.719,0,0.692,0.637,167.197,4
Rock & Roll Woman,Live At Shepherd's Bush,live,Stephen Stills,2009-27-10,,,1:19:53,Pop/Rock,"Singer/Songwriter, Album Rock","Reflective, Rousing, Warm, Wistful","Comfort, Relaxation, Reminiscing",,,,,Stephen Stills,Stephen Stills,"Stephen Stillls, Kenny Passarelli, Joe Vitale, Todd Caldwell",8,406346,4,0.374,0.774,9,-11.286,0,0.0488,0.269,0.264,0.529,0.47,131.225,4
Treetop Flyer,Live At Shepherd's Bush,live,Stephen Stills,2009-27-10,1968,"Audio Vision Recording Studios, Miami, FL",30:36:00,Pop/Rock,"Contemporary Pop/Rock, Singer/Songwriter",,,Pop/Rock,"Folk-Rock, Psychedelic/Garage",,,Stephen Stills,Stephen Stills,Stephen Stills,8,395120,22,0.45,0.249,0,-18.235,1,0.802,0.679,0,0.964,0.774,81.976,3
Regina,Live at the Capitol Theatre,live,David Crosby,9/12/2022,,,,,,,,,,,,,,,,282760,7,0.47,0.615,4,-10.324,0,0.0427,0.816,2.04E-06,0.8,0.207,97.597,4
Cinnamon Girl - Live at the Cellar Door,Live at the Cellar Door,live,Neil Young,3/12/2013,,,,,,,,,,,,,,,,209426,13,0.521,0.466,7,-11.935,1,0.104,0.976,0.00784,0.579,0.532,105.428,4
Down by the River - Live at the Cellar Door,Live at the Cellar Door,live,Neil Young,3/12/2013,,,,,,,,,,,,,,,,264866,13,0.512,0.306,2,-13.237,1,0.0382,0.693,0.000567,0.709,0.341,136.064,4
Expecting to Fly - Live at the Cellar Door,Live at the Cellar Door,live,Neil Young,3/12/2013,,,,,,,,,,,,,,,,201786,13,0.4,0.35,7,-10.936,1,0.0715,0.978,0.0564,0.799,0.361,141.456,3
Flying on the Ground Is Wrong - Live at the Cellar Door,Live at the Cellar Door,live,Neil Young,3/12/2013,,,,,,,,,,,,,,,,431333,11,0.322,0.264,9,-17.288,1,0.229,0.856,0.00993,0.699,0.154,173.887,4
I Am a Child - Live at the Cellar Door,Live at the Cellar Door,live,Neil Young,3/12/2013,,,,,,,,,,,,,,,,163520,12,0.378,0.509,7,-13.122,1,0.0517,0.581,0.000814,0.691,0.648,157.791,4
(Got to Keep) Open,Live It Up,live,"Crosby, Stills & Nash",1990-22-06,," Capitol Recording Studios, Studio A, Hollywood, CA Devonshire Studios, 3 Buritys Home-Brew Studio, OH ",39:17:00,Pop/Rock,"Contemporary Pop/Rock, Album Rock","Pastoral, Laid-Back/Mellow, Amiable/Good-Natured, Organic, Poignant, Autumnal, Earnest, Intimate, Reflective, Wistful",,,,,,"Graham Nash, Stephen Stills",,,5,284040,5,0.554,0.829,4,-13.631,1,0.036,0.0974,1.12E-06,0.0469,0.883,98.032,4
After the Dolphin,Live It Up,live,"Crosby, Stills & Nash",1990-22-06,," Capitol Recording Studios, Studio A, Hollywood, CA Devonshire Studios, 3 Buritys Home-Brew Studio, OH ",39:17:00,Pop/Rock,"Contemporary Pop/Rock, Album Rock","Pastoral, Laid-Back/Mellow, Amiable/Good-Natured, Organic, Poignant, Autumnal, Earnest, Intimate, Reflective, Wistful",,Pop/Rock,"Folk-Rock, Psychedelic/Garage",,,"Craig Doerge, Graham Nash",,,5,304506,6,0.645,0.536,7,-13.075,1,0.0316,0.0187,0.000333,0.395,0.556,113.366,4
Arrows,Live It Up,live,"Crosby, Stills & Nash",1990-22-06,," Capitol Recording Studios, Studio A, Hollywood, CA Devonshire Studios, 3 Buritys Home-Brew Studio, OH ",39:17:00,Pop/Rock,"Contemporary Pop/Rock, Album Rock","Pastoral, Laid-Back/Mellow, Amiable/Good-Natured, Organic, Poignant, Autumnal, Earnest, Intimate, Reflective, Wistful",,,,,,"David Crosby, Michael Hedges",,,5,233026,6,0.403,0.265,9,-16.947,0,0.0287,0.764,0.00288,0.113,0.109,100.14,3
Haven't We Lost Enough?,Live It Up,live,"Crosby, Stills & Nash",1990-22-06,," Capitol Recording Studios, Studio A, Hollywood, CA Devonshire Studios, 3 Buritys Home-Brew Studio, OH ",39:17:00,Pop/Rock,"Contemporary Pop/Rock, Album Rock","Pastoral, Laid-Back/Mellow, Amiable/Good-Natured, Organic, Poignant, Autumnal, Earnest, Intimate, Reflective, Wistful",,,,,,"Kevin Cronin, Stephen Stills",,,5,186906,30,0.374,0.22,2,-17.06,1,0.0355,0.768,0,0.117,0.539,80.098,1
House of Broken Dreams,Live It Up,live,"Crosby, Stills & Nash",1990-22-06,," Capitol Recording Studios, Studio A, Hollywood, CA Devonshire Studios, 3 Buritys Home-Brew Studio, OH ",39:17:00,Pop/Rock,"Contemporary Pop/Rock, Album Rock","Pastoral, Laid-Back/Mellow, Amiable/Good-Natured, Organic, Poignant, Autumnal, Earnest, Intimate, Reflective, Wistful",,,,,,Rob Mullins,,,5,200306,7,0.629,0.223,0,-17.348,1,0.0312,0.36,0.00303,0.189,0.165,77.43,4
If Anybody Had a Heart,Live It Up,live,"Crosby, Stills & Nash",1990-22-06,," Capitol Recording Studios, Studio A, Hollywood, CA Devonshire Studios, 3 Buritys Home-Brew Studio, OH ",39:17:00,Pop/Rock,"Contemporary Pop/Rock, Album Rock","Pastoral, Laid-Back/Mellow, Amiable/Good-Natured, Organic, Poignant, Autumnal, Earnest, Intimate, Reflective, Wistful",,Pop/Rock,"Folk-Rock, Psychedelic/Garage",,,"Danny Kortchmar, J.D. Souther",,,5,268266,22,0.409,0.57,4,-10.49,1,0.0295,0.0175,3.30E-06,0.253,0.721,184.163,4
Live It Up,Live It Up,live,"Crosby, Stills & Nash",1990-22-06,," Capitol Recording Studios, Studio A, Hollywood, CA Devonshire Studios, 3 Buritys Home-Brew Studio, OH ",39:17:00,Pop/Rock,"Contemporary Pop/Rock, Album Rock","Pastoral, Laid-Back/Mellow, Amiable/Good-Natured, Organic, Poignant, Autumnal, Earnest, Intimate, Reflective, Wistful",,,,,,Joe Vitale,,,5,235533,10,0.806,0.858,0,-9.25,1,0.0432,0.28,5.63E-05,0.134,0.957,121.365,4
Straight Line,Live It Up,live,"Crosby, Stills & Nash",1990-22-06,," Capitol Recording Studios, Studio A, Hollywood, CA Devonshire Studios, 3 Buritys Home-Brew Studio, OH ",39:17:00,Pop/Rock,"Contemporary Pop/Rock, Album Rock","Pastoral, Laid-Back/Mellow, Amiable/Good-Natured, Organic, Poignant, Autumnal, Earnest, Intimate, Reflective, Wistful",,,,,,Tony Beard,,,5,197293,18,0.697,0.575,9,-13.282,1,0.0299,0.029,2.92E-06,0.123,0.746,123.188,4
Tomboy,Live It Up,live,"Crosby, Stills & Nash",1990-22-06,," Capitol Recording Studios, Studio A, Hollywood, CA Devonshire Studios, 3 Buritys Home-Brew Studio, OH ",39:17:00,Pop/Rock,"Contemporary Pop/Rock, Album Rock","Pastoral, Laid-Back/Mellow, Amiable/Good-Natured, Organic, Poignant, Autumnal, Earnest, Intimate, Reflective, Wistful",,,,,,Stephen Stills,,,5,199893,5,0.83,0.553,9,-11.945,0,0.0293,0.0809,1.20E-06,0.349,0.781,123.296,4
After the Garden,Living with War,studio,Neil Young,2/5/2006,"March 29  -  April 6, 2006",,41:47:00,Pop/Rock,"Album Rock, Hard Rock","Angry, Outraged, Passionate, Searching, Urgent, Yearning","Introspection, Loss/Grief, Reflection, Revolution",Pop/Rock,"Contemporary Pop/Rock, Singer/Songwriter",,,Neil Young,Niko Bolas L.A. Johnson,Neil Young,7,201653,13,0.44,0.515,2,-8.823,1,0.0238,0.00237,4.13E-06,0.107,0.335,90.611,4
America the Beautiful,Living with War,studio,Neil Young,2/5/2006,"March 29  -  April 6, 2006",,41:47:00,Pop/Rock,"Album Rock, Hard Rock","Angry, Outraged, Passionate, Searching, Urgent, Yearning","Introspection, Loss/Grief, Reflection, Revolution",Religious,Gospel,"Calm/Peaceful, Dreamy, Sentimental, Yearning",,Traditional,Niko Bolas L.A. Johnson,Neil Young,7,176920,8,0.197,0.188,3,-15.069,1,0.0364,0.988,0.303,0.174,0.0677,148.568,3
Families,Living with War,studio,Neil Young,2/5/2006,"March 29  -  April 6, 2006",,41:47:00,Pop/Rock,"Album Rock, Hard Rock","Angry, Outraged, Passionate, Searching, Urgent, Yearning","Introspection, Loss/Grief, Reflection, Revolution",Pop/Rock,"Contemporary Pop/Rock, Folk-Rock, Psychedelic/Garage, Singer/Songwriter",Sentimental,,Neil Young,Niko Bolas L.A. Johnson,Neil Young,7,144600,10,0.449,0.669,7,-10.364,1,0.027,0.000144,0.00176,0.224,0.587,131.047,4
Flags of Freedom,Living with War,studio,Neil Young,2/5/2006,"March 29  -  April 6, 2006",,41:47:00,Pop/Rock,"Album Rock, Hard Rock","Angry, Outraged, Passionate, Searching, Urgent, Yearning","Introspection, Loss/Grief, Reflection, Revolution",Pop/Rock,"Contemporary Pop/Rock, Folk-Rock, Psychedelic/Garage, Singer/Songwriter",,,Neil Young,Niko Bolas L.A. Johnson,Neil Young,7,220546,12,0.524,0.542,5,-11.178,1,0.0271,0.0155,0,0.105,0.429,127.421,4
Let's Impeach the President,Living with War,studio,Neil Young,2/5/2006,"March 29  -  April 6, 2006",,41:47:00,Pop/Rock,"Album Rock, Hard Rock","Angry, Outraged, Passionate, Searching, Urgent, Yearning","Introspection, Loss/Grief, Reflection, Revolution",Pop/Rock,"Contemporary Pop/Rock, Folk-Rock, Psychedelic/Garage, Singer/Songwriter",,,Neil Young,Niko Bolas L.A. Johnson,Neil Young,7,307306,13,0.561,0.654,4,-9.33,1,0.0305,0.000233,0,0.325,0.23,119.33,4
Living with War,Living with War,studio,Neil Young,2/5/2006,"March 29  -  April 6, 2006",,41:47:00,Pop/Rock,"Album Rock, Hard Rock","Angry, Outraged, Passionate, Searching, Urgent, Yearning","Introspection, Loss/Grief, Reflection, Revolution",Pop/Rock,"Contemporary Pop/Rock, Singer/Songwriter",Sentimental,,Neil Young,Niko Bolas L.A. Johnson,Neil Young,7,303506,16,0.511,0.548,4,-9.977,1,0.0274,0.0339,0.144,0.126,0.231,112.965,4
Lookin' for a Leader,Living with War,studio,Neil Young,2/5/2006,"March 29  -  April 6, 2006",,41:47:00,Pop/Rock,"Album Rock, Hard Rock","Angry, Outraged, Passionate, Searching, Urgent, Yearning","Introspection, Loss/Grief, Reflection, Revolution",Pop/Rock,"Contemporary Pop/Rock, Folk-Rock, Psychedelic/Garage, Singer/Songwriter",,,Neil Young,Niko Bolas L.A. Johnson,Neil Young,7,242200,11,0.558,0.62,8,-11.475,0,0.0267,0.000531,0,0.334,0.523,140.489,4
Roger and Out,Living with War,studio,Neil Young,2/5/2006,"March 29  -  April 6, 2006",,41:47:00,Pop/Rock,"Album Rock, Hard Rock","Angry, Outraged, Passionate, Searching, Urgent, Yearning","Introspection, Loss/Grief, Reflection, Revolution",Pop/Rock,"Contemporary Pop/Rock, Folk-Rock, Psychedelic/Garage, Singer/Songwriter","Nostalgic, Sentimental",,Neil Young,Niko Bolas L.A. Johnson,Neil Young,7,263120,10,0.49,0.281,6,-14.204,1,0.0295,0.398,0.277,0.119,0.13,61.668,4
Shock and Awe,Living with War,studio,Neil Young,2/5/2006,"March 29  -  April 6, 2006",,41:47:00,Pop/Rock,"Album Rock, Hard Rock","Angry, Outraged, Passionate, Searching, Urgent, Yearning","Introspection, Loss/Grief, Reflection, Revolution",Pop/Rock,"Contemporary Pop/Rock, Folk-Rock, Psychedelic/Garage, Singer/Songwriter",,,Neil Young,Niko Bolas L.A. Johnson,Neil Young,7,291506,13,0.463,0.633,11,-10.366,0,0.0272,1.53E-05,0.00346,0.085,0.406,133.521,4
The Restless Consumer,Living with War,studio,Neil Young,2/5/2006,"March 29  -  April 6, 2006",,41:47:00,Pop/Rock,"Album Rock, Hard Rock","Angry, Outraged, Passionate, Searching, Urgent, Yearning","Introspection, Loss/Grief, Reflection, Revolution",Pop/Rock,"Contemporary Pop/Rock, Folk-Rock, Psychedelic/Garage, Singer/Songwriter",,,Neil Young,Niko Bolas L.A. Johnson,Neil Young,7,346800,13,0.509,0.657,9,-10.891,1,0.0312,0.00428,0,0.0943,0.0658,125.649,4
Fontainebleau,Long May You Run,studio,The Stills-Young Band,1976-20-09,,"Criteria Recording Studios, Miami, FL",1:12:10,Pop/Rock,"Album Rock, Contemporary Pop/Rock, Country-Rock, Singer/Songwriter","Pastoral, Rustic, Autumnal, Bittersweet, Confrontational, Earthy, Gentle, Intimate, Literate, Poignant, Wistful, Ambitious, Complex, Earnest, Meandering, Messy, Organic, Ramshackle, Searching","Introspection, Reflection",,,,,Neil Young,,,7,239493,20,0.485,0.549,0,-10.028,1,0.0287,0.114,0.0898,0.142,0.145,120.484,4
Let It Shine,Long May You Run,studio,The Stills-Young Band,1976-20-09,,"Criteria Recording Studios, Miami, FL",1:12:10,Pop/Rock,"Album Rock, Contemporary Pop/Rock, Country-Rock, Singer/Songwriter","Pastoral, Rustic, Autumnal, Bittersweet, Confrontational, Earthy, Gentle, Intimate, Literate, Poignant, Wistful, Ambitious, Complex, Earnest, Meandering, Messy, Organic, Ramshackle, Searching","Introspection, Reflection",,,,,Neil Young,,,7,286213,12,0.413,0.596,4,-9.331,1,0.026,0.125,0.0123,0.382,0.645,156.87,4
Long May You Run,Long May You Run,studio,The Stills-Young Band,1976-20-09,,"Criteria Recording Studios, Miami, FL",1:12:10,Pop/Rock,"Album Rock, Contemporary Pop/Rock, Country-Rock, Singer/Songwriter","Pastoral, Rustic, Autumnal, Bittersweet, Confrontational, Earthy, Gentle, Intimate, Literate, Poignant, Wistful, Ambitious, Complex, Earnest, Meandering, Messy, Organic, Ramshackle, Searching","Introspection, Reflection",Pop/Rock,Contemporary Pop/Rock,"Amiable/Good-Natured, Gentle, Laid-Back/Mellow, Light, Poignant, Reflective, Smooth, Soothing, Summery, Sweet, Warm, Wistful, Relaxed, Yearning","Affection/Fondness, Cool & Cocky, Day Driving, Hanging Out, Road Trip, Summer, The Great Outdoors, Reminiscing",Neil Young,,,7,236413,37,0.565,0.482,2,-9.535,1,0.026,0.117,2.20E-05,0.112,0.697,146.168,4
Make Love to You,Long May You Run,studio,The Stills-Young Band,1976-20-09,,"Criteria Recording Studios, Miami, FL",1:12:10,Pop/Rock,"Album Rock, Contemporary Pop/Rock, Country-Rock, Singer/Songwriter","Pastoral, Rustic, Autumnal, Bittersweet, Confrontational, Earthy, Gentle, Intimate, Literate, Poignant, Wistful, Ambitious, Complex, Earnest, Meandering, Messy, Organic, Ramshackle, Searching","Introspection, Reflection",,,,,Neil Young,,,7,416599,4,0.216,0.744,8,-11.146,1,0.11,0.293,2.19E-05,0.556,0.46,93.381,4
Midnight on the Bay,Long May You Run,studio,The Stills-Young Band,1976-20-09,,"Criteria Recording Studios, Miami, FL",1:12:10,Pop/Rock,"Album Rock, Contemporary Pop/Rock, Country-Rock, Singer/Songwriter","Pastoral, Rustic, Autumnal, Bittersweet, Confrontational, Earthy, Gentle, Intimate, Literate, Poignant, Wistful, Ambitious, Complex, Earnest, Meandering, Messy, Organic, Ramshackle, Searching","Introspection, Reflection",,,,,Neil Young,,,7,242573,20,0.557,0.337,2,-13.268,1,0.0354,0.537,0.0943,0.1,0.454,150.162,4
Ocean Girl,Long May You Run,studio,The Stills-Young Band,1976-20-09,,"Criteria Recording Studios, Miami, FL",1:12:10,Pop/Rock,"Album Rock, Contemporary Pop/Rock, Country-Rock, Singer/Songwriter","Pastoral, Rustic, Autumnal, Bittersweet, Confrontational, Earthy, Gentle, Intimate, Literate, Poignant, Wistful, Ambitious, Complex, Earnest, Meandering, Messy, Organic, Ramshackle, Searching","Introspection, Reflection",,,,,Neil Young,,,7,203720,9,0.661,0.484,7,-10.597,1,0.0252,0.659,0.0127,0.0841,0.766,87.101,4
Dream for Him,Looking Forward,studio,"Crosby, Stills, Nash & Young",1999-15-10,," Conway Studio, l Ain Bou Kellal Ga Ga's Room, Los Angeles, CA Ocean Studios, Burbank, CA ",52:54:00,Pop/Rock,"Contemporary Pop/Rock, Singer/Songwriter, Album Rock","Soothing, Pastoral, Sentimental, Smooth, Gentle, Laid-Back/Mellow, Relaxed, Summery, Sweet, Warm, Amiable/Good-Natured, Organic, Poignant, Autumnal, Earnest, Intimate, Reflective, Wistful, Literate","Affection/Fondness, Healing/Comfort, Lifecycle, Politics/Society, Zeitgeist, Reflection, World View, Parenthood, The Great Outdoors",Pop/Rock,"Contemporary Pop/Rock, Singer/Songwriter",Brooding,,David Crosby,,,7,302840,17,0.422,0.455,4,-14.287,1,0.0432,0.701,0.0257,0.116,0.533,172.594,4
Faith in Me,Looking Forward,studio,"Crosby, Stills, Nash & Young",1999-15-10,," Conway Studio, l Ain Bou Kellal Ga Ga's Room, Los Angeles, CA Ocean Studios, Burbank, CA ",52:54:00,Pop/Rock,"Contemporary Pop/Rock, Singer/Songwriter, Album Rock","Soothing, Pastoral, Sentimental, Smooth, Gentle, Laid-Back/Mellow, Relaxed, Summery, Sweet, Warm, Amiable/Good-Natured, Organic, Poignant, Autumnal, Earnest, Intimate, Reflective, Wistful, Literate","Affection/Fondness, Healing/Comfort, Lifecycle, Politics/Society, Zeitgeist, Reflection, World View, Parenthood, The Great Outdoors",Pop/Rock,"Contemporary Pop/Rock, Singer/Songwriter",,,"Stephen Stills, Joe Vitale",,,7,260440,20,0.684,0.789,4,-9.087,1,0.0936,0.205,0,0.0934,0.856,97.905,4
Heartland,Looking Forward,studio,"Crosby, Stills, Nash & Young",1999-15-10,," Conway Studio, l Ain Bou Kellal Ga Ga's Room, Los Angeles, CA Ocean Studios, Burbank, CA ",52:54:00,Pop/Rock,"Contemporary Pop/Rock, Singer/Songwriter, Album Rock","Soothing, Pastoral, Sentimental, Smooth, Gentle, Laid-Back/Mellow, Relaxed, Summery, Sweet, Warm, Amiable/Good-Natured, Organic, Poignant, Autumnal, Earnest, Intimate, Reflective, Wistful, Literate","Affection/Fondness, Healing/Comfort, Lifecycle, Politics/Society, Zeitgeist, Reflection, World View, Parenthood, The Great Outdoors",Pop/Rock,Contemporary Pop/Rock,"Calm/Peaceful, Sentimental",,Graham Nash,,,7,268866,21,0.496,0.414,4,-10.309,0,0.0436,0.799,0,0.0989,0.356,142.43,4
Looking Forward,Looking Forward,studio,"Crosby, Stills, Nash & Young",1999-15-10,," Conway Studio, l Ain Bou Kellal Ga Ga's Room, Los Angeles, CA Ocean Studios, Burbank, CA ",52:54:00,Pop/Rock,"Contemporary Pop/Rock, Singer/Songwriter, Album Rock","Soothing, Pastoral, Sentimental, Smooth, Gentle, Laid-Back/Mellow, Relaxed, Summery, Sweet, Warm, Amiable/Good-Natured, Organic, Poignant, Autumnal, Earnest, Intimate, Reflective, Wistful, Literate","Affection/Fondness, Healing/Comfort, Lifecycle, Politics/Society, Zeitgeist, Reflection, World View, Parenthood, The Great Outdoors",Pop/Rock,"Contemporary Pop/Rock, Folk-Rock, Psychedelic/Garage, Singer/Songwriter",Sentimental,In Love,Neil Young,,,7,187466,27,0.494,0.27,7,-14.63,1,0.0281,0.778,0.000285,0.117,0.375,165.969,4
No Tears Left,Looking Forward,studio,"Crosby, Stills, Nash & Young",1999-15-10,," Conway Studio, l Ain Bou Kellal Ga Ga's Room, Los Angeles, CA Ocean Studios, Burbank, CA ",52:54:00,Pop/Rock,"Contemporary Pop/Rock, Singer/Songwriter, Album Rock","Soothing, Pastoral, Sentimental, Smooth, Gentle, Laid-Back/Mellow, Relaxed, Summery, Sweet, Warm, Amiable/Good-Natured, Organic, Poignant, Autumnal, Earnest, Intimate, Reflective, Wistful, Literate","Affection/Fondness, Healing/Comfort, Lifecycle, Politics/Society, Zeitgeist, Reflection, World View, Parenthood, The Great Outdoors",Pop/Rock,"Folk-Rock, Psychedelic/Garage",Aggressive,,Stephen Stills,,,7,306933,18,0.458,0.774,7,-8.357,1,0.0418,0.0807,2.36E-06,0.3,0.778,170.085,4
Out of Control,Looking Forward,studio,"Crosby, Stills, Nash & Young",1999-15-10,," Conway Studio, l Ain Bou Kellal Ga Ga's Room, Los Angeles, CA Ocean Studios, Burbank, CA ",52:54:00,Pop/Rock,"Contemporary Pop/Rock, Singer/Songwriter, Album Rock","Soothing, Pastoral, Sentimental, Smooth, Gentle, Laid-Back/Mellow, Relaxed, Summery, Sweet, Warm, Amiable/Good-Natured, Organic, Poignant, Autumnal, Earnest, Intimate, Reflective, Wistful, Literate","Affection/Fondness, Healing/Comfort, Lifecycle, Politics/Society, Zeitgeist, Reflection, World View, Parenthood, The Great Outdoors",Pop/Rock,"Contemporary Pop/Rock, Folk-Rock, Psychedelic/Garage, Singer/Songwriter","Nostalgic, Sentimental, Yearning",,Neil Young,,,7,249893,18,0.566,0.338,0,-12.166,1,0.0272,0.781,2.83E-06,0.112,0.3,95.004,4
